Country,Year,Art,Total,Regulatory_Complexity,Polity2,IntMigStock,Left1_Other0,Liberalisation,MigSpain,MigUS,MigSpainUS,TotalPopinY,MigSpainUSPerc,GrowthGDPperCap,Trade_Perc_GDP,RefugeeAndLikeSit,T,RefAsPerc,GDPperCapPPP,Lib100,x,y,CountryID,South_America,MigSpainUSLog,lag1,lag2,_est_est1,_est_est2,_est_est3,_est_est4,VDEM_Polyarchy,Codified
Honduras,2000,1,57,2,7,0.4,0,,2515,290034,292549,6574509,4.45,4.4,120,12,6574509,0,4.396932354,0,-86.61935,14.817044,Honduras,0,1.4929041,2,2,1,1,1,1,0.59299999,1
Honduras,2001,1,57,2,7,0.4,0,,2515,290034,292549,6751912,4.33,0.02,116,20,6751912,0,0.024194433,0,-86.61935,14.817044,Honduras,0,1.4655676,2,2,1,1,1,1,0.59299999,1
Honduras,2002,1,57,2,7,0.4,0,,2515,290034,292549,6929265,4.22,1.1,118,29,6929265,0,1.098768608,0,-86.61935,14.817044,Honduras,0,1.4398351,2,2,1,1,1,1,0.583,1
Honduras,2003,20,57,35,7,0.4,0,0.46,2515,290034,292549,7106319,4.12,1.94,122,23,7106319,0,1.942247685,46,-86.61935,14.817044,Honduras,0,1.4158531,2,2,1,1,1,1,0.60600001,1
Honduras,2004,20,57,35,7,0.4,0,0.46,2515,290034,292549,7282953,4.02,3.66,135,23,7282953,0,3.655843027,46,-86.61935,14.817044,Honduras,0,1.3912818,35,2,1,1,1,1,0.60600001,1
Honduras,2005,20,57,35,7,0.4,0,0.46,7820,383822,391642,7458985,5.25,3.55,136,22,7458985,0,3.547805735,46,-86.61935,14.817044,Honduras,0,1.658228,35,2,1,1,1,1,0.60100001,1
Honduras,2006,20,57,35,7,0.4,0,0.46,7820,383822,391642,7634298,5.13,4.12,133,22,7634298,0,4.120047599,46,-86.61935,14.817044,Honduras,0,1.6351056,35,35,1,1,1,1,0.53399998,1
Honduras,2007,20,57,35,7,0.4,0,0.46,7820,383822,391642,7808518,5.02,3.82,135,22,7808518,0,3.819102897,46,-86.61935,14.817044,Honduras,0,1.6134299,35,35,1,1,1,1,0.56699997,1
Honduras,2008,20,57,35,7,0.4,0,0.46,7820,383822,391642,7980955,4.91,1.98,136,24,7980955,0,1.979565807,46,-86.61935,14.817044,Honduras,0,1.5912739,35,35,1,1,1,1,0.56199998,1
Honduras,2009,20,57,35,7,0.4,0,0.46,7820,383822,391642,8150775,4.8,-4.46,97,19,8150775,0,-4.464448189,46,-86.61935,14.817044,Honduras,0,1.5686159,35,35,1,1,1,1,0.479,1
Honduras,2010,20,57,35,7,0.3,0,0.46,26902,491834,518736,8317470,6.24,1.65,109,14,8317470,0,1.652207395,46,-86.61935,14.817044,Honduras,0,1.8309802,35,35,1,1,1,1,0.43200001,1
Honduras,2011,20,57,35,7,0.3,0,0.46,26902,491834,518736,8480671,6.12,1.84,122,17,8480671,0,1.837489275,46,-86.61935,14.817044,Honduras,0,1.8115621,35,35,1,1,1,1,0.46399999,1
Honduras,2012,20,57,35,7,0.3,0,0.46,26902,491834,518736,8640691,6,2.2,121,16,8640691,0,2.200291905,46,-86.61935,14.817044,Honduras,0,1.7917595,35,35,1,1,1,1,0.454,1
Honduras,2013,20,57,35,7,0.3,0,0.46,26902,491834,518736,8798521,5.9,0.95,116,16,8798521,0,0.947659871,46,-86.61935,14.817044,Honduras,0,1.7749523,35,35,1,1,1,1,0.463,1
Honduras,2014,20,57,35,7,0.3,0,0.46,26902,491834,518736,8955589,5.79,1.25,113,26,8955589,0,1.250591786,46,-86.61935,14.817044,Honduras,0,1.7561322,35,35,1,1,1,1,0.42699999,1
Honduras,2015,20,57,35,7,0.4,0,0.46,41333,607,41940,9112916,0.46,2.05,107,30,9112916,0,2.047366391,46,-86.61935,14.817044,Honduras,0,-0.77652878,35,35,1,1,1,1,0.41800001,1
Honduras,2016,20,57,35,7,0.4,0,0.46,41333,607,41940,9270795,0.45,2.12,100,16,9270795,0,2.123704453,46,-86.61935,14.817044,Honduras,0,-0.79850769,35,35,1,1,1,1,0.417,1
Honduras,2017,20,57,35,5,0.4,0,0.46,41333,607,41940,9429013,0.44,3.03,101,21,9429013,0,3.029693168,46,-86.61935,14.817044,Honduras,0,-0.82098055,35,35,1,1,1,1,0.426,1
Honduras,2018,20,57,35,7,0.4,0,0.46,41333,607,41940,9587522,0.44,2.03,102,23,9587522,0,2.030375238,46,-86.61935,14.817044,Honduras,0,-0.82098055,35,35,1,1,1,1,0.39199999,1
Mexico,1990,5,57,9,0,0.8,0,,9649,4298014,4307663,83943132,5.13,3.2,39,356400,83943132,0.42,3.203387849,0,-102.51329,23.944106,Mexico,0,1.6351056,,,0,0,0,0,0.38299999,1
Mexico,1991,5,57,9,0,0.8,0,,9649,4298014,4307663,85512623,5.04,2.3,36,360170,85512623,0.42,2.302006591,0,-102.51329,23.944106,Mexico,0,1.6174061,9,,1,1,0,0,0.403,1
Mexico,1992,5,57,9,0,0.8,0,,9649,4298014,4307663,87075138,4.95,1.68,36,360991,87075138,0.41,1.683114828,0,-102.51329,23.944106,Mexico,0,1.5993875,9,,1,1,0,0,0.43200001,1
Mexico,1993,5,57,9,0,0.8,0,,9649,4298014,4307663,88625440,4.86,0.16,28,52477,88625440,0.06,0.157925459,0,-102.51329,23.944106,Mexico,0,1.5810385,9,9,1,1,1,1,0.463,1
Mexico,1994,5,57,9,4,0.8,0,,9649,4298014,4307663,90156400,4.78,3.16,31,47363,90156400,0.05,3.159059689,0,-102.51329,23.944106,Mexico,0,1.5644405,9,9,1,1,1,1,0.47299999,1
Mexico,1995,5,57,9,4,0.5,0,,11659,6827945,6839604,91663285,7.46,-7.83,46,38717,91663285,0.04,-7.831742255,0,-102.51329,23.944106,Mexico,0,2.0095553,9,9,1,1,1,1,0.50800002,1
Mexico,1996,5,57,9,4,0.5,0,,11659,6827945,6839604,93147044,7.34,5.07,50,34569,93147044,0.04,5.072444833,0,-102.51329,23.944106,Mexico,0,1.9933388,9,9,1,1,1,1,0.51499999,1
Mexico,1997,5,57,9,6,0.5,0,,11659,6827945,6839604,94611002,7.23,5.19,49,31908,94611002,0.03,5.19356354,0,-102.51329,23.944106,Mexico,0,1.9782391,9,9,1,1,1,1,0.56900001,1
Mexico,1998,5,57,9,6,0.5,0,,11659,6827945,6839604,96056321,7.12,3.58,51,28251,96056321,0.03,3.581567884,0,-102.51329,23.944106,Mexico,0,1.9629077,9,9,1,1,1,1,0.63099998,1
Mexico,1999,5,57,9,6,0.5,0,,11659,6827945,6839604,97484832,7.02,1.25,51,24511,97484832,0.03,1.247837106,0,-102.51329,23.944106,Mexico,0,1.9487633,9,9,1,1,1,1,0.65499997,1
Mexico,2000,20,57,35,8,0.5,0,0.39,18686,9410529,9429215,98899845,9.53,3.44,52,18451,98899845,0.02,3.440985879,39,-102.51329,23.944106,Mexico,0,2.2544446,9,9,1,1,1,1,0.67699999,1
Mexico,2001,20,57,35,8,0.5,0,0.39,18686,9410529,9429215,100298153,9.4,-1.79,47,15455,100298153,0.02,-1.792903613,39,-102.51329,23.944106,Mexico,0,2.2407098,35,9,1,1,1,1,0.64899999,1
Mexico,2002,20,57,35,8,0.5,0,0.39,18686,9410529,9429215,101684758,9.27,-1.4,47,12962,101684758,0.01,-1.402932265,39,-102.51329,23.944106,Mexico,0,2.2267833,35,9,1,1,1,1,0.67799997,1
Mexico,2003,20,57,35,8,0.5,0,0.39,18686,9410529,9429215,103081020,9.15,0.07,50,6075,103081020,0.01,0.072262315,39,-102.51329,23.944106,Mexico,0,2.2137539,35,35,1,1,1,1,0.69499999,1
Mexico,2004,20,57,35,8,0.5,0,0.39,18686,9410529,9429215,104514932,9.02,2.49,58,4343,104514932,0,2.494832985,39,-102.51329,23.944106,Mexico,0,2.1994443,35,35,1,1,1,1,0.713,1
Mexico,2005,20,57,35,8,0.7,0,0.39,35811,10611064,10646875,106005203,10.04,0.87,62,3229,106005203,0,0.869515797,39,-102.51329,23.944106,Mexico,0,2.3065772,35,35,1,1,1,1,0.713,1
Mexico,2006,20,57,35,8,0.7,0,0.39,35811,10611064,10646875,107560153,9.9,2.98,56,3319,107560153,0,2.984438342,39,-102.51329,23.944106,Mexico,0,2.2925348,35,35,1,1,1,1,0.69999999,1
Mexico,2007,20,57,35,8,0.7,0,0.39,35811,10611064,10646875,109170502,9.75,0.78,57,1616,109170502,0,0.782568094,39,-102.51329,23.944106,Mexico,0,2.2772672,35,35,1,1,1,1,0.67500001,1
Mexico,2008,20,57,35,8,0.7,0,0.39,35811,10611064,10646875,110815271,9.61,-0.36,58,1055,110815271,0,-0.357632988,39,-102.51329,23.944106,Mexico,0,2.2628043,35,35,1,1,1,1,0.68599999,1
Mexico,2009,20,57,35,8,0.7,0,0.39,35811,10611064,10646875,112463887,9.47,-6.67,56,1235,112463887,0,-6.67416705,39,-102.51329,23.944106,Mexico,0,2.2481289,35,35,1,1,1,1,0.68699998,1
Mexico,2010,20,57,35,8,0.8,0,0.39,44801,12168662,12213463,114092963,10.7,3.62,61,1395,114092963,0,3.617189436,39,-102.51329,23.944106,Mexico,0,2.3702438,35,35,1,1,1,1,0.66900003,1
Mexico,2011,44,57,77,8,0.8,0,0.68,44801,12168662,12213463,115695473,10.56,2.23,63,1677,115695473,0,2.227160852,68,-102.51329,23.944106,Mexico,0,2.3570733,35,35,1,1,1,1,0.66900003,1
Mexico,2012,44,57,77,8,0.8,0,0.7,44801,12168662,12213463,117274155,10.41,2.25,66,1520,117274155,0,2.247145121,70,-102.51329,23.944106,Mexico,0,2.342767,77,35,1,1,1,1,0.653,1
Mexico,2013,44,57,77,8,0.8,0,0.7,44801,12168662,12213463,118827161,10.28,0.03,64,1831,118827161,0,0.029449417,70,-102.51329,23.944106,Mexico,0,2.3302002,77,35,1,1,1,1,0.64099997,1
Mexico,2014,44,57,77,8,0.8,0,0.7,44801,12168662,12213463,120355128,10.15,1.5,65,1837,120355128,0,1.499188933,70,-102.51329,23.944106,Mexico,0,2.3174736,77,77,1,1,1,1,0.60000002,1
Mexico,2015,44,57,77,8,0.8,0,0.7,48613,11643298,11691911,121858258,9.59,2.01,71,2923,121858258,0,2.013927114,70,-102.51329,23.944106,Mexico,0,2.260721,77,77,1,1,1,1,0.64499998,1
Mexico,2016,44,57,77,8,0.8,0,0.7,48613,11643298,11691911,123333376,9.48,1.69,76,6202,123333376,0.01,1.690630236,70,-102.51329,23.944106,Mexico,0,2.2491844,77,77,1,1,1,1,0.66600001,1
Mexico,2017,44,57,77,8,0.8,0,0.7,48613,11643298,11691911,124777324,9.37,0.89,77,8975,124777324,0.01,0.888544148,70,-102.51329,23.944106,Mexico,0,2.2375131,77,77,1,1,1,1,0.66500002,1
Mexico,2018,44,57,77,8,0.8,0,0.7,48613,11643298,11691911,126190788,9.27,0.85,80,16485,126190788,0.01,0.851768911,70,-102.51329,23.944106,Mexico,0,2.2267833,77,77,1,1,1,1,0.71899998,1
Nicaragua,1990,1,57,2,6,1,1,,1002,168659,169661,4173434,4.07,-2.22,71,16000,4173434,0.38,-2.219264557,0,-85.03479,12.839902,Nicaragua,0,1.403643,,,0,0,0,0,0.54699999,1
Nicaragua,1991,1,57,2,6,1,0,,1002,168659,169661,4267568,3.98,-2.39,74,14933,4267568,0.35,-2.390905975,0,-85.03479,12.839902,Nicaragua,0,1.3812819,2,,1,1,0,0,0.68699998,1
Nicaragua,1992,1,57,2,6,1,0,,1002,168659,169661,4364512,3.89,-1.84,71,14450,4364512,0.33,-1.843422479,0,-85.03479,12.839902,Nicaragua,0,1.3584092,2,,1,1,0,0,0.68199998,1
Nicaragua,1993,1,57,2,6,1,0,,1002,168659,169661,4462497,3.8,-2.58,68,5643,4462497,0.13,-2.580051924,0,-85.03479,12.839902,Nicaragua,0,1.3350011,2,2,1,1,1,1,0.69300002,1
Nicaragua,1994,1,57,2,6,1,0,,1002,168659,169661,4559006,3.72,1.15,39,314,4559006,0.01,1.150183312,0,-85.03479,12.839902,Nicaragua,0,1.3137237,2,2,1,1,1,1,0.68199998,1
Nicaragua,1995,1,57,2,8,0.6,0,,1240,197100,198340,4652185,4.26,3.79,44,577,4652185,0.01,3.79058951,0,-85.03479,12.839902,Nicaragua,0,1.4492692,2,2,1,1,1,1,0.69,1
Nicaragua,1996,1,57,2,8,0.6,0,,1240,197100,198340,4741578,4.18,4.34,48,557,4741578,0.01,4.339359173,0,-85.03479,12.839902,Nicaragua,0,1.4303112,2,2,1,1,1,1,0.69300002,1
Nicaragua,1997,1,57,2,8,0.6,0,,1240,197100,198340,4827661,4.11,2.11,58,465,4827661,0.01,2.112800493,0,-85.03479,12.839902,Nicaragua,0,1.4134231,2,2,1,1,1,1,0.68900001,1
Nicaragua,1998,1,57,2,8,0.6,0,,1240,197100,198340,4910647,4.04,1.96,57,474,4910647,0.01,1.959037137,0,-85.03479,12.839902,Nicaragua,0,1.3962446,2,2,1,1,1,1,0.68900001,1
Nicaragua,1999,1,57,2,8,0.6,0,,1240,197100,198340,4991040,3.97,5.31,63,471,4991040,0.01,5.311892468,0,-85.03479,12.839902,Nicaragua,0,1.3787661,2,2,1,1,1,1,0.62199998,1
Nicaragua,2000,1,57,2,8,0.6,0,,2013,225929,227942,5069302,4.5,2.49,61,332,5069302,0.01,2.494426358,0,-85.03479,12.839902,Nicaragua,0,1.5040774,2,2,1,1,1,1,0.60600001,1
Nicaragua,2001,1,57,2,8,0.6,0,,2013,225929,227942,5145366,4.43,1.44,58,325,5145366,0.01,1.438772315,0,-85.03479,12.839902,Nicaragua,0,1.4883996,2,2,1,1,1,1,0.61000001,1
Nicaragua,2002,1,57,2,8,0.6,0,,2013,225929,227942,5219328,4.37,-0.67,58,325,5219328,0.01,-0.673823995,0,-85.03479,12.839902,Nicaragua,0,1.474763,2,2,1,1,1,1,0.64200002,1
Nicaragua,2003,1,57,2,8,0.6,0,,2013,225929,227942,5292118,4.31,1.11,62,300,5292118,0.01,1.110619944,0,-85.03479,12.839902,Nicaragua,0,1.4609379,2,2,1,1,1,1,0.64300001,1
Nicaragua,2004,1,57,2,8,0.6,0,,2013,225929,227942,5364935,4.25,3.88,67,292,5364935,0.01,3.882793224,0,-85.03479,12.839902,Nicaragua,0,1.446919,2,2,1,1,1,1,0.64300001,1
Nicaragua,2005,1,57,2,8,0.6,0,,3156,236243,239399,5438690,4.4,2.87,72,227,5438690,0,2.868206974,0,-85.03479,12.839902,Nicaragua,0,1.4816046,2,2,1,1,1,1,0.64300001,1
Nicaragua,2006,1,57,2,8,0.6,0,,3156,236243,239399,5513763,4.34,2.73,87,199,5513763,0,2.733979904,0,-85.03479,12.839902,Nicaragua,0,1.4678743,2,2,1,1,1,1,0.62699997,1
Nicaragua,2007,1,57,2,9,0.6,1,,3156,236243,239399,5590055,4.28,3.64,93,184,5590055,0,3.642290091,0,-85.03479,12.839902,Nicaragua,0,1.453953,2,2,1,1,1,1,0.49399999,1
Nicaragua,2008,46,57,81,9,0.6,1,0.67,3156,236243,239399,5667432,4.22,2.02,97,147,5667432,0,2.023517289,67,-85.03479,12.839902,Nicaragua,0,1.4398351,2,2,1,1,1,1,0.47099999,1
Nicaragua,2009,46,57,81,9,0.6,1,0.67,3156,236243,239399,5745526,4.17,-4.61,87,120,5745526,0,-4.607124898,67,-85.03479,12.839902,Nicaragua,0,1.427916,81,2,1,1,1,1,0.491,1
Nicaragua,2010,46,57,81,9,0.6,1,0.67,12892,254081,266973,5824065,4.58,3,100,64,5824065,0,3.002102336,67,-85.03479,12.839902,Nicaragua,0,1.521699,81,2,1,1,1,1,0.47600001,1
Nicaragua,2011,46,57,81,9,0.6,1,0.65,12892,254081,266973,5903039,4.52,4.89,112,86,5903039,0,4.894324286,65,-85.03479,12.839902,Nicaragua,0,1.508512,81,81,1,1,1,1,0.461,1
Nicaragua,2012,47,57,82,9,0.6,1,0.65,12892,254081,266973,5982526,4.46,5.08,115,129,5982526,0,5.081172629,65,-85.03479,12.839902,Nicaragua,0,1.4951488,81,81,1,1,1,1,0.40099999,1
Nicaragua,2013,47,57,82,9,0.6,1,0.65,12892,254081,266973,6062454,4.4,3.54,111,189,6062454,0,3.543724759,65,-85.03479,12.839902,Nicaragua,0,1.4816046,82,81,1,1,1,1,0.377,1
Nicaragua,2014,47,57,82,9,0.6,1,0.65,12892,254081,266973,6142733,4.35,3.42,107,280,6142733,0,3.416025462,65,-85.03479,12.839902,Nicaragua,0,1.4701759,82,81,1,1,1,1,0.34299999,1
Nicaragua,2015,47,57,82,9,0.6,1,0.65,20361,280437,300798,6223240,4.83,3.44,98,330,6223240,0.01,3.436621539,65,-85.03479,12.839902,Nicaragua,0,1.5748465,82,82,1,1,1,1,0.336,1
Nicaragua,2016,47,57,82,6,0.6,1,0.65,20361,280437,300798,6303974,4.77,3.22,94,331,6303974,0.01,3.224023651,65,-85.03479,12.839902,Nicaragua,0,1.5623463,82,82,1,1,1,1,0.33899999,1
Nicaragua,2017,47,57,82,6,0.6,1,0.65,20361,280437,300798,6384855,4.71,3.35,96,322,6384855,0.01,3.349484869,65,-85.03479,12.839902,Nicaragua,0,1.5496879,82,82,1,1,1,1,0.29899999,1
Nicaragua,2018,47,57,82,6,0.6,1,0.65,20361,280437,300798,6465513,4.65,-5.02,93,321,6465513,0,-5.015619975,65,-85.03479,12.839902,Nicaragua,0,1.5368673,82,82,1,1,1,1,0.229,1
Panama,1990,18,57,32,8,2.5,0,0.28,1236,85737,86973,2470947,3.52,5.85,122,1350,2470947,0.05,5.845052222,28,-80.09432,8.513869,Panama,0,1.258461,,,0,0,0,0,0.30399999,1
Panama,1991,18,57,32,8,2.5,0,0.28,1236,85737,86973,2523118,3.45,7.16,140,914,2523118,0.04,7.156527573,28,-80.09432,8.513869,Panama,0,1.2383742,32,,1,1,0,0,0.69099998,1
Panama,1992,18,57,32,8,2.5,0,0.28,1236,85737,86973,2575954,3.38,5.98,145,1007,2575954,0.04,5.982330151,28,-80.09432,8.513869,Panama,0,1.2178757,32,,1,1,0,0,0.708,1
Panama,1993,18,57,32,8,2.5,0,0.28,1236,85737,86973,2629580,3.31,3.31,140,964,2629580,0.04,3.305146336,28,-80.09432,8.513869,Panama,0,1.1969482,32,32,1,1,1,1,0.71499997,1
Panama,1994,18,57,32,9,2.5,0,0.28,1236,85737,86973,2684116,3.24,0.76,144,972,2684116,0.04,0.760432507,28,-80.09432,8.513869,Panama,0,1.1755733,32,32,1,1,1,1,0.74199998,1
Panama,1995,18,57,32,9,2.6,0,0.28,1407,96734,98141,2739668,3.58,-0.31,147,867,2739668,0.03,-0.311530821,28,-80.09432,8.513869,Panama,0,1.2753628,32,32,1,1,1,1,0.74900001,1
Panama,1996,18,57,32,9,2.6,0,0.28,1407,96734,98141,2796291,3.51,1.97,156,867,2796291,0.03,1.972159665,28,-80.09432,8.513869,Panama,0,1.2556161,32,32,1,1,1,1,0.74900001,1
Panama,1997,18,57,32,9,2.6,0,0.28,1407,96734,98141,2853913,3.44,4.31,165,622,2853913,0.02,4.311487217,28,-80.09432,8.513869,Panama,0,1.2354715,32,32,1,1,1,1,0.74900001,1
Panama,1998,37,57,65,9,2.6,0,0.54,1407,96734,98141,2912316,3.37,5.19,151,1188,2912316,0.04,5.188895812,54,-80.09432,8.513869,Panama,0,1.2149128,32,32,1,1,1,1,0.745,1
Panama,1999,37,57,65,9,2.6,0,0.54,1407,96734,98141,2971196,3.3,1.86,127,1321,2971196,0.04,1.857885991,54,-80.09432,8.513869,Panama,0,1.1939225,65,32,1,1,1,1,0.75800002,1
Panama,2000,37,57,65,9,2.8,0,0.54,2185,107847,110032,3030328,3.63,0.71,134,1313,3030328,0.04,0.711048054,54,-80.09432,8.513869,Panama,0,1.2892326,65,32,1,1,1,1,0.77999997,1
Panama,2001,37,57,65,9,2.8,0,0.54,2185,107847,110032,3089648,3.56,-1.36,130,1474,3089648,0.05,-1.35671283,54,-80.09432,8.513869,Panama,0,1.2697605,65,65,1,1,1,1,0.78799999,1
Panama,2002,37,57,65,9,2.8,0,0.54,2185,107847,110032,3149188,3.49,0.3,122,1573,3149188,0.05,0.296357993,54,-80.09432,8.513869,Panama,0,1.2499018,65,65,1,1,1,1,0.77200001,1
Panama,2003,37,57,65,9,2.8,0,0.54,2185,107847,110032,3209048,3.43,2.26,115,1445,3209048,0.05,2.261697975,54,-80.09432,8.513869,Panama,0,1.2325603,65,65,1,1,1,1,0.77200001,1
Panama,2004,37,57,65,9,2.8,0,0.54,2185,107847,110032,3269356,3.37,5.54,124,1608,3269356,0.05,5.538679386,54,-80.09432,8.513869,Panama,0,1.2149128,65,65,1,1,1,1,0.76300001,1
Panama,2005,37,57,65,9,3.5,0,0.54,3120,106087,109207,3330217,3.28,5.23,136,1730,3330217,0.05,5.232317432,54,-80.09432,8.513869,Panama,0,1.1878434,65,65,1,1,1,1,0.77600002,1
Panama,2006,37,57,65,9,3.5,0,0.54,3120,106087,109207,3391666,3.22,6.68,138,1848,3391666,0.05,6.683938828,54,-80.09432,8.513869,Panama,0,1.1693814,65,65,1,1,1,1,0.77600002,1
Panama,2007,37,57,65,9,3.5,0,0.54,3120,106087,109207,3453675,3.16,9.97,150,16890,3453675,0.49,9.973369182,54,-80.09432,8.513869,Panama,0,1.1505721,65,65,1,1,1,1,0.77600002,1
Panama,2008,37,57,65,9,3.5,0,0.54,3120,106087,109207,3516204,3.11,7.9,167,16913,3516204,0.48,7.902080986,54,-80.09432,8.513869,Panama,0,1.1346227,65,65,1,1,1,1,0.77600002,1
Panama,2009,37,57,65,9,3.5,0,0.54,3120,106087,109207,3579215,3.05,-0.54,139,16923,3579215,0.47,-0.539360011,54,-80.09432,8.513869,Panama,0,1.1151416,65,65,1,1,1,1,0.79100001,1
Panama,2010,37,57,65,9,4.3,0,0.54,4381,107540,111921,3642687,3.07,3.98,148,17073,3642687,0.47,3.983842194,54,-80.09432,8.513869,Panama,0,1.1216775,65,65,1,1,1,1,0.796,1
Panama,2011,37,57,65,9,4.3,0,0.54,4381,107540,111921,3706483,3.02,9.4,162,17262,3706483,0.47,9.397799359,54,-80.09432,8.513869,Panama,0,1.1052568,65,65,1,1,1,1,0.796,1
Panama,2012,37,57,65,9,4.3,0,0.54,4381,107540,111921,3770624,2.97,7.91,158,17429,3770624,0.46,7.911486596,54,-80.09432,8.513869,Panama,0,1.088562,65,65,1,1,1,1,0.796,1
Panama,2013,37,57,65,9,4.3,0,0.54,4381,107540,111921,3835437,2.92,5.1,138,17665,3835437,0.46,5.096771298,54,-80.09432,8.513869,Panama,0,1.0715836,65,65,1,1,1,1,0.77499998,1
Panama,2014,37,57,65,9,4.3,0,0.54,4381,107540,111921,3901315,2.87,3.29,119,17271,3901315,0.44,3.292575557,54,-80.09432,8.513869,Panama,0,1.054312,65,65,1,1,1,1,0.755,1
Panama,2015,37,57,65,9,4.7,0,0.54,4246,116055,120301,3968487,3.03,3.94,100,17322,3968487,0.44,3.943093867,54,-80.09432,8.513869,Panama,0,1.1085626,65,65,1,1,1,1,0.77600002,1
Panama,2016,37,57,65,9,4.7,0,0.54,4246,116055,120301,4037078,2.98,3.18,87,17350,4037078,0.43,3.183013796,54,-80.09432,8.513869,Panama,0,1.0919234,65,65,1,1,1,1,0.773,1
Panama,2017,37,57,65,9,4.7,0,0.54,4246,116055,120301,4106771,2.93,3.53,88,2380,4106771,0.06,3.533900797,54,-80.09432,8.513869,Panama,0,1.0750024,65,65,1,1,1,1,0.75599998,1
Panama,2018,43,57,75,9,4.7,0,0.6,4246,116055,120301,4176873,2.88,1.94,88,2456,4176873,0.06,1.936964073,60,-80.09432,8.513869,Panama,0,1.0577903,65,65,1,1,1,1,0.78799999,1
Paraguay,1990,0,57,0,2,4.6,0,,907,6057,6964,4223415,0.16,1.39,91,66,4223415,0,1.385994696,0,-58.39103,-23.236215,Paraguay,1,-1.8325815,,,0,0,0,0,0.42399999,1
Paraguay,1991,0,57,0,2,4.6,0,,907,6057,6964,4334345,0.16,0.84,89,66,4334345,0,0.8449107,0,-58.39103,-23.236215,Paraguay,1,-1.8325815,0,,1,1,0,0,0.42899999,1
Paraguay,1992,1,57,2,7,4.6,0,,907,6057,6964,4445016,0.16,-0.84,89,45,4445016,0,-0.835586583,0,-58.39103,-23.236215,Paraguay,1,-1.8325815,0,,1,1,0,0,0.49399999,1
Paraguay,1993,1,57,2,7,4.6,0,,907,6057,6964,4555521,0.15,2.39,114,52,4555521,0,2.390878361,0,-58.39103,-23.236215,Paraguay,1,-1.89712,2,0,1,1,1,1,0.50700003,1
Paraguay,1994,1,57,2,7,4.6,0,,907,6057,6964,4666094,0.15,2.82,123,60,4666094,0,2.822186089,0,-58.39103,-23.236215,Paraguay,1,-1.89712,2,0,1,1,1,1,0.546,1
Paraguay,1995,1,57,2,7,3.9,0,,1090,9138,10228,4776843,0.21,4.35,118,60,4776843,0,4.346170519,0,-58.39103,-23.236215,Paraguay,1,-1.5606477,2,2,1,1,1,1,0.546,1
Paraguay,1996,1,57,2,7,3.9,0,,1090,9138,10228,4887632,0.21,-0.73,103,53,4887632,0,-0.728609582,0,-58.39103,-23.236215,Paraguay,1,-1.5606477,2,2,1,1,1,1,0.52999997,1
Paraguay,1997,1,57,2,7,3.9,0,,1090,9138,10228,4998100,0.2,1.94,96,47,4998100,0,1.938548141,0,-58.39103,-23.236215,Paraguay,1,-1.6094379,2,2,1,1,1,1,0.55400002,1
Paraguay,1998,1,57,2,6,3.9,0,,1090,9138,10228,5107839,0.2,-2.08,102,30,5107839,0,-2.081866812,0,-58.39103,-23.236215,Paraguay,1,-1.6094379,2,2,1,1,1,1,0.54900002,1
Paraguay,1999,1,57,2,7,3.9,0,,1090,9138,10228,5216349,0.2,-3.42,78,19,5216349,0,-3.417853221,0,-58.39103,-23.236215,Paraguay,1,-1.6094379,2,2,1,1,1,1,0.54699999,1
Paraguay,2000,1,57,2,7,3.3,0,,1744,12284,14028,5323201,0.26,-4.27,79,21,5323201,0,-4.274977563,0,-58.39103,-23.236215,Paraguay,1,-1.3470737,2,2,1,1,1,1,0.56400001,1
Paraguay,2001,1,57,2,7,3.3,0,,1744,12284,14028,5428444,0.26,-2.76,73,21,5428444,0,-2.756616979,0,-58.39103,-23.236215,Paraguay,1,-1.3470737,2,2,1,1,1,1,0.56400001,1
Paraguay,2002,28,57,49,7,3.3,0,0.56,1744,12284,14028,5531962,0.25,-1.89,79,21,5531962,0,-1.892274849,56,-58.39103,-23.236215,Paraguay,1,-1.3862944,2,2,1,1,1,1,0.56400001,1
Paraguay,2003,28,57,49,8,3.3,0,0.56,1744,12284,14028,5632983,0.25,2.45,81,28,5632983,0,2.449874221,56,-58.39103,-23.236215,Paraguay,1,-1.3862944,49,2,1,1,1,1,0.57099998,1
Paraguay,2004,28,57,49,8,3.3,0,0.56,1744,12284,14028,5730549,0.24,2.29,80,41,5730549,0,2.285779018,56,-58.39103,-23.236215,Paraguay,1,-1.4271164,49,2,1,1,1,1,0.60500002,1
Paraguay,2005,28,57,49,8,2.9,0,0.56,16642,21344,37986,5824096,0.65,0.49,85,50,5824096,0,0.493016048,56,-58.39103,-23.236215,Paraguay,1,-0.43078291,49,49,1,1,1,1,0.60500002,1
Paraguay,2006,28,57,49,8,2.9,0,0.56,16642,21344,37986,5913209,0.64,3.23,85,59,5913209,0,3.227657269,56,-58.39103,-23.236215,Paraguay,1,-0.4462871,49,49,1,1,1,1,0.60500002,1
Paraguay,2007,28,57,49,8,2.9,0,0.56,16642,21344,37986,5998427,0.63,3.92,79,62,5998427,0,3.923926917,56,-58.39103,-23.236215,Paraguay,1,-0.46203545,49,49,1,1,1,1,0.60500002,1
